<oov> 1.0	oov
سرہندی 1.0	S A R H I N D_D I_I1
رہے 1.0	R A H A_Y
چھالے 1.0	T_S_H A_A L A_Y
چاقو 1.0	T_S1 A_A Q U_U
درخور 1.0	D_D A R X O_O R
تخلیق 1.0	T_D A X L I_I1 Q
منیجنگ 1.0	M A N A_Y D_Z I N_G
ہندسوں 1.0	H I N D_D S O_O_N
کچل 1.0	K U T_S1 A L
دیتی 1.0	D_D A_Y T_D I_I1
بیساکھی 1.0	B A_Y S A_A K_H I_I1
خودسر 1.0	X U D_D S A R
نمو 1.0	N A M U_U
کھچی 1.0	K_H I T_S1 I_I1
یاب 1.0	J A_A B
زیرقیادت 1.0	Z A_Y R A_Y Q I J A_A D_D A T_D
فون 1.0	F O_O N
کھال 1.0	K_H A_A L
مشروط 1.0	M A S_H R U_U T_D
خارجہ 1.0	X A_A R I D_Z A_A
فراخدلی 1.0	F A R A_A X D_D I L I_I1
پیروکار 1.0	P A_E1 R O K A_A R
لیں 1.0	L A_Y_N
پڑھائیں 1.0	P A R_R_H A_A A_Y_N
قونصلیٹ 1.0	Q O_O N S A L A_Y T
شمسی 1.0	S_H A M S I_I1
متنوع 1.0	M U T_D A N O V A_Y
شاخ 1.0	S_H A_A X
لوک 1.0	L O_O K
اخوان 1.0	I X V A_A N
یہ 1.0	J A_Y
پرفارمنس 1.0	P A R F A_A R M A N S
کفر 1.0	K U F R
بھوجپوری 1.0	B_H O_O D_Z P U_U R I_I1
رزلٹ 1.0	R I Z A L T
دیومالائی 1.0	D_D A_Y V M A_A L A_A I_I1
ریڑھ 1.0	R I_I1 R_R_H
استغفار 1.0	I S T_D I G_G F A_A R
ڈیم 1.0	D A_E1 M
متاثرین 1.0	M U T_D A_A S I R I_I1 N
مطلوبہ 1.0	M A T_D L U_U B A_A
کرشنگ 1.0	K A R A S_H I N_G
جائے 1.0	D_Z A_A A_Y
منشیات 1.0	M U N A S_H S_H I J A_A T_D
میٹھی 1.0	M I_I1 T_H I_I1
دہلوی 1.0	D_D A H L V I_I1
لاڈ 1.0	L A_A D
پوچھو 1.0	P U_U T_S_H O_O
این 1.0	A_E1 N
کوہستان 1.0	K O_O H I S T_D A_A N
نیڈل 1.0	N I_I1 D A L
عندیہ 1.0	I N D_D I_I1 J A_A
بانجھ 1.0	B A_A N D_Z_H
اثنا 1.0	A S N A_A
عشق 1.0	I S_H Q
سیلزمین 1.0	S A_Y L Z M A_E1 N
نواز 1.0	N A V A_A Z
ادویات 1.0	A D_D V I_I1 A_A T_D
سہاگہ 1.0	S U H A_A G A_A
دھیمی 1.0	D_D_H I_I1 M I_I1
عیادت 1.0	Y A J A_A D_D A T_D
گولوں 1.0	G O_O L O_O_N
خول 1.0	X O L
کاروائیوں 1.0	K A_A R V A_A I_I1 O_O_N
خوشبو 1.0	X U S_H B U_U
لینڈ 1.0	L A_E1 N D
ویڈنگ 1.0	V A_E1 D I N_G
ایفروایشین 1.0	A_E1 F R O_O A_Y S_H I J A N
دنیا 1.0	D_D U N J A_A
تھنوں 1.0	T_D_H A N O_O_N
راشد 1.0	R A_A S_H I D_D
طیب 1.0	T_D I_I1 B
فیاضی 1.0	F A_E1 J A_A Z I_I1
جینوئن 1.0	D_Z A_E1 N U_U I N
گھمبیر 1.0	G_H A M B I_I1 R
تہیہ 1.0	T_D A H A_Y J J A_A
سفیدی 1.0	S U F A_E1 D_D I_I1
آیئں 1.0	A_A A_Y_N
علاقائی 1.0	I L A_A Q A_A I_I1
فی 1.0	F I_I1
احساں 1.0	I H S A_A_N
ساڑھے 1.0	S A_A R_R_H A_Y
گنگولی 1.0	G A N_G G U_U L I_I1
چگنے 1.0	T_S1 U G N A_Y
رانجھن 1.0	R A_A N D_Z_H A N
صفوں 1.0	S A F O_O_N
کوششیں 1.0	K O_O S_H I S_H A_Y_N
بیلدار 1.0	B A_Y L D_D A_A R
جھوم 1.0	D_Z_H U_U M
منیب 1.0	M U N I_I1 B
آفرین 1.0	A_A F R I_I1 N
پالیسی 1.0	P A_A L I_I1 S I_I1
دیکھ 1.0	D_D A_Y K_H
باگ 1.0	B A_A G
ایشیائیوں 1.0	A_Y S_H J A_A I_I1 O_O_N
پرہجوم 1.0	P U R H U D_Z U_U M
ڈاگ 1.0	D A_A G
انتھک 1.0	A N T_D_H A K
اوہو 1.0	O_O H O_O
شہریوں 1.0	S_H A_E_H H R I_I1 O_O_N
لوگو 1.0	L O_O G O_O
کہف 1.0	K A H F
ڈھائی 1.0	D_H A_A I_I1
لینگویج 1.0	L A_E1 N_G V I_I1 D_Z
تنگدستی 1.0	T_D A N_G D_D A S T_D I_I1
کوکھ 1.0	K O_O K_H
اولڈ 1.0	O_O L D
سازباز 1.0	S A_A Z B A_A Z
کتابچے 1.0	K I T_D A_A B T_S1 A_Y
اوس 1.0	O_O S
شفاعت 1.0	S_H I F A_A A T_D
خزاں 1.0	X I Z A_A_N
سینما 1.0	S A_E1 N M A_A
قیمت 1.0	Q I_I1 M A T_D
گا 1.0	G A_A
ہومیوپیتھک 1.0	H O_O M I_I1 O_O P A_E1 T_D_H I K
ڈیوڑھی 1.0	D I_I1 O_O R_R_H I_I1
پارلیمنٹرین 1.0	P A_A R L I_I1 M A N T I R J A N
تھو 1.0	T_D_H U_U
گھڑیاں 1.0	G_H A R_R J A_A_N
ممبر 1.0	M I M B A R
اجناس 1.0	A D_Z N A_A S
مدعو 1.0	M A D_D U_U
نسخہ 1.0	N U S X A_A
اعتماد 1.0	A_Y T_D I M A_A D_D
ایتھرنیٹ 1.0	A_E1 T_D_H A R N A_Y T
میگاواٹ 1.0	M A_E1 G A_A V A_A T
بزرگوار 1.0	B A Z U R G V A_A R
اٹھایا 1.0	U T_H A_A J A_A
غزوہ 1.0	G_G A Z V A_A
حضرت 1.0	H A Z R A T_D
توقف 1.0	T_D A V A Q Q U F
سمتھ 1.0	S A M I T_D_H
بچیوں 1.0	B A T_S1 T_S1 I_I1 O_O_N
مثبت 1.0	M U S B A T_D
لیڈر 1.0	L I_I1 D A R
ٹوہ 1.0	T O_O H
بیڑیاں 1.0	B A_Y R_R I J A_A_N
بنانے 1.0	B A N A_A N A_Y
سائے 1.0	S A_A A_Y
گوند 1.0	G O_O N D_D
تفنن 1.0	T_D A F A N N U N
قیم 1.0	Q A J J I M
حملے 1.0	H A M L A_Y
تصوف 1.0	T_D A S A V V U F
رزق 1.0	R I Z Q
بنائے 1.0	B A N A_A A_Y
دورانئے 1.0	D_D O R A_A N I A_Y
استغنا 1.0	I S T_D I G_G N A_A
آنسوؤں 1.0	A_A N S U_U O_O_N
آفریدی 1.0	A_A F R I_I1 D_D I_I1
ساتھیوں 1.0	S A_A T_D_H I_I1 O_O_N
سیکھا 1.0	S I_I1 K_H A_A
الوداع 1.0	A L V I D_D A_A
افیون 1.0	A F J U_U N
بکھیر 1.0	B A K_H A_Y R
حصوں 1.0	H I S S O_O_N
فلموں 1.0	F I L M O_O_N
جدا 1.0	D_Z U D_D A_A
کلونجی 1.0	K A L O N D_Z I_I1
خیز 1.0	X A_Y Z
رخ 1.0	R U X
آکسیجن 1.0	A_A K S I_I1 D_Z A N
بو 1.0	B O_O
بھدی 1.0	B_H A D_D D_D I_I1
ارب 1.0	A R A B
بزور 1.0	B A Z O_O R
ڈالنے 1.0	D A_A L N A_Y
کثیرالقومی 1.0	K A S I_I1 R U L Q O M I_I1
دودھ 1.0	D_D U_U D_D_H
یعنی 1.0	J A N I_I1
ایم 1.0	A_E1 M
سائیڈ 1.0	S A_A I_I1 D
روؤں 1.0	R U_U O_O_N
ٹھہرنے 1.0	T_H A H R N A_Y
اجنبیوں 1.0	A D_Z N A B J O_O_N
گروہوں 1.0	G A R O_O H O_O_N
ارزاں 1.0	A R Z A_A_N
آؤ 1.0	A_A O_O
اضافے 1.0	I Z A_A F A_Y
رگڑیں 1.0	R A G R_R A_Y_N
مووی 1.0	M U_U V I_I1
گمبھیر 1.0	G A M B_H I_I1 R
مجموعوں 1.0	M A D_Z M U_U O_O_N
ہیضہ 1.0	H A_E1 Z A_A
بخش 1.0	B A X S_H
دوسرا 1.0	D_D U_U S R A_A
چبھنے 1.0	T_S1 U B_H N A_Y
مدہوش 1.0	M A D_D H O_O S_H
دلہن 1.0	D_D U L H A N
لیتی 1.0	L A_Y T_D I_I1
حسیں 1.0	H I S A_Y_N
میلے 1.0	M A_Y L A_Y
خواستگار 1.0	X U A_A S T_D G A_A R
ثلث 1.0	S U L U S
گردیزی 1.0	G A R D_D A_Y Z I_I1
خازن 1.0	X A_A Z I N
ہی 1.0	H I_I1
مڈھ 1.0	M U D_H
رضا 1.0	R A Z A_A
مہربانی 1.0	M A_Y_H H R B A_A N I_I1
کراؤں 1.0	K A R A_A U_U_N
عہدے 1.0	O_O_H H D_D A_Y
جونا 1.0	D_Z O_O N A_A
ورچوئل 1.0	V A R T_S1 U_U A L
معائنہ 1.0	M U A_A I N A_A
تمسخر 1.0	T_D A M A S X U R
کاؤنٹی 1.0	K A_A U N T I_I1
بھئی 1.0	B_H A I_I1
خوشحالی 1.0	X U S_H H A_A L I_I1
عورت 1.0	O R A T_D
انگوٹھیاں 1.0	A N_G G U_U T_H I J A_A_N
پچیں 1.0	P I T_S1 T_S1 A_Y_N
جنگی 1.0	D_Z A N_G G I_I1
بھیجی 1.0	B_H A_Y D_Z I_I1
ڈار 1.0	D A_A R
راجے 1.0	R A_A D_Z A_Y
ملیریا 1.0	M A L A_Y R I J A_A
لطیفے 1.0	L A T_D I_I1 F A_Y
سموسے 1.0	S A M O_O S A_Y
اللہ 1.0	A_A L L A H
پہنچاؤں 1.0	P O_O_H H N T_S1 A_A U_U_N
فارم 1.0	F A_A R M
کاؤچ 1.0	K A_A U_U T_S1
فیصلوں 1.0	F A_E1 S L O_O_N
بریفنگ 1.0	B R I_I1 F I N_G
لوتھڑا 1.0	L O_O T_D_H R_R A_A
علی 1.0	A L I_I1
اڈے 1.0	A D D A_Y
ہجویری 1.0	H I D_Z V A_Y R I_I1
سنایا 1.0	S U N A_A J A_A
دکھائے 1.0	D_D I K_H A_A A_Y
تخفیف 1.0	T_D A X F I_I1 F
پیدائش 1.0	P A_E1 D_D A_A I S_H
بیباک 1.0	B A_Y B A_A K
مغل 1.0	M U G_G A L
ہڈی 1.0	H A D D I_I1
نبھانے 1.0	N I B_H A_A N A_Y
ڈیمانڈ 1.0	D I_I1 M A_A N D
اوچھے 1.0	O_O T_S_H A_Y
سردخانے 1.0	S A R D_D X A_A N A_Y
شعرا 1.0	S_H U A R A_A
بیسن 1.0	B A_Y S A N
تقدس 1.0	T_D A Q A D_D D_D U S
لیاقت 1.0	L I J A_A Q A T_D
تصورات 1.0	T_D A S A V V U R A_A T_D
ویمن 1.0	V I_I1 M A_Y N
میل 1.0	M A_Y L
فارمولے 1.0	F A_A R M U_U L A_Y
پہ 1.0	P A_Y
لمحوں 1.0	L A M H O_O_N
افیکٹ 1.0	I F A_E1 K T
کیفی 1.0	K A_E1 F I_I1
کلاشنکوفیں 1.0	K I L A_A S_H A N K O_O F A_Y_N
بہرحال 1.0	B A H A R H A_A L
نصف 1.0	N I S F
رخساروں 1.0	R U X S A_A R O_O_N
فاسفیٹ 1.0	F A_A S F A_Y T
پچھلے 1.0	P I T_S_H L A_Y
زیرعنوان 1.0	Z A_Y R A_Y U N V A_A N
ساخت 1.0	S A_A X T_D
سیشن 1.0	S A_E1 S_H A N
معدے 1.0	M A_Y D_D A_Y
تشبیہات 1.0	T_D A S_H B I_I1 H A_A T_D
توہین 1.0	T_D O H I_I1 N
شعر 1.0	S_H A_Y R
وہ 1.0	V O_O_H
ملوث 1.0	M U L A V V A S
چھائے 1.0	T_S_H A_A A_Y
اوڑھا 1.0	O_O R_R_H A_A
سمجھایا 1.0	S A M D_Z_H A_A J A_A
آماجگاہ 1.0	A_A M A_A D_Z G A_A
نسل 1.0	N A S L
رخصت 1.0	R U X S A T_D
نوچ 1.0	N O_O T_S1
برفباری 1.0	B A R A F B A_A R I_I1
افسوسناک 1.0	A F S O_O S N A_A K
لیبارٹری 1.0	L I_I1 B A_A R T R I_I1
شہزاد 1.0	S_H A H Z A_A D_D
تناؤ 1.0	T_D A N A_A O_O
کھانے 1.0	K_H A_A N A_Y
ایضا 1.0	A_E1 Z A N
گیراج 1.0	G A_E1 R A_A D_Z
ہنگری 1.0	H A N_G R I_I1
بچھ 1.0	B I T_S_H
پوچھی 1.0	P U_U T_S_H I_I1
کمسن 1.0	K A M S I N
دوسری 1.0	D_D U_U S R I_I1
اٹھی 1.0	U T_H I_I1
دارومدار 1.0	D_D A_A R O_O M A D_D A_A R
نفسیاتی 1.0	N A F S I J A_A T_D I_I1
شیشے 1.0	S_H I_I1 S_H A_Y
تیاریاں 1.0	T_D A_E1 J A_A R I J A_A_N
ضخیم 1.0	Z A X I_I1 M
پرنسپل 1.0	P I R I N S I P A L
فوجداری 1.0	F O_O D_Z D_D A_A R I_I1
سودا 1.0	S O D_D A_A
مراعات 1.0	M U R A_A A_A T_D
کارخیر 1.0	K A_A R A_Y X A_E1 R
کرائے 1.0	K I R A_A A_Y
خروش 1.0	X U R U_U S_H
ماڈلنگ 1.0	M A_A D L I N_G
افزودگی 1.0	A F Z U_U D_D A G I_I1
دوں 1.0	D_D U_U_N
اوورلوڈنگ 1.0	O_O V A R L O_O D I N_G
موو 1.0	M O_O V
سوئچ 1.0	S U_U I T_S1
سوجی 1.0	S U_U D_Z I_I1
موسم 1.0	M O S A M
سبجیکٹ 1.0	S A B D_Z A_E1 K T
فوجیں 1.0	F O D_Z A_Y_N
معالج 1.0	M U A_A L I D_Z
گاڑھا 1.0	G A_A R_R_H A_A
کوچہ 1.0	K U_U T_S1 A_A
سیکھنے 1.0	S I_I1 K_H N A_Y
غلیل 1.0	G_G U L A_Y L
سولجر 1.0	S O_O L D_Z A R
بھیجیں 1.0	B_H A_Y D_Z A_Y_N
کھسے 1.0	K_H U S S A_Y
گیند 1.0	G A_Y N D_D
اوج 1.0	O D_Z
تکلف 1.0	T_D A K A L L U F
بیٹھ 1.0	B A_E1 T_H
سوچیے 1.0	S O_O T_S1 I_I1 A_Y
نقرس 1.0	N A Q R I S
روشناس 1.0	R U_U S_H A N A_A S
حشر 1.0	H A S_H R
افگن 1.0	A F G A N
سگے 1.0	S A G A_Y
تدابیر 1.0	T_D A D_D A_A B I_I1 R
چھڑک 1.0	T_S_H I R_R A K
ایڈیشنل 1.0	A_E1 D I_I1 S_H N A L
معا 1.0	M A A N
ٹیبلو 1.0	T A_E1 B L O_O
یہاں 1.0	J A H A_A_N
ظریفی 1.0	Z A R I_I1 F I_I1
بیسمنٹ 1.0	B A_Y S M A N T
گیارہ 1.0	G I J A_A R A_A
مصر 1.0	M U S I R
بولنے 1.0	B O_O L N A_Y
چھینکیں 1.0	T_S_H I_I_N K A_Y_N
نزدیک 1.0	N A Z D_D I_I1 K
ریورس 1.0	R I_I1 V A R S
غشی 1.0	G_G A S_H I_I1
جھاڑیوں 1.0	D_Z_H A_A R_R I_I1 O_O_N
رازداں 1.0	R A_A Z D_D A_A_N
انٹرفیس 1.0	I N T A R F A_Y S
ہراساں 1.0	H A R A_A S A_A_N
جان 1.0	D_Z A_A N
رئیس 1.0	R A I_I1 S
کولیشن 1.0	K U_U L A_E1 S_H A N
دھڑے 1.0	D_D_H A R_R A_Y
میچ 1.0	M A_E1 T_S1
تھانیدار 1.0	T_D_H A_A N A_Y D_D A_A R
روپے 1.0	R U_U P A_Y
ابھرے 1.0	U B_H R A_Y
غدود 1.0	G_G U D_D U_U D_D
اندھیروں 1.0	A N D_D_H A_Y R O_O_N
ہجر 1.0	H I D_Z A R
کروانے 1.0	K A R V A_A N A_Y
ناکام 1.0	N A_A K A_A M
پوجا 1.0	P U_U D_Z A_A
شاگرد 1.0	S_H A_A G I R D_D
شرحوں 1.0	S_H A R H O_O_N
ریسورس 1.0	R I_I1 S O_O R S
کھیلیں 1.0	K_H A_Y L A_Y_N
غوروخوض 1.0	G_G O R O_O X O Z
کلیئر 1.0	K A L I_I1 A R
وجہ 1.0	V A D_Z A_A
سلائیڈنگ 1.0	S A L A_A I_I1 D I N_G
لغزش 1.0	L A G_G Z I S_H
پھیرنے 1.0	P_H A_Y R N A_Y
اکھڑنا 1.0	U K_H A R_R N A_A
چیمہ 1.0	T_S1 I_I1 M A_A
بھوسے 1.0	B_H U_U S A_Y
دیوداس 1.0	D_D A_Y V D_D A_A S
دلسوزی 1.0	D_D I L S O_O Z I_I1
وعدہ 1.0	V A D_D A_A
ناآشنا 1.0	N A_A A_A S_H N A_A
گنجلک 1.0	G U N D_Z L A K
نصب 1.0	N A S B
وورس 1.0	O_O V A R Z
گول 1.0	G O_O L
مانگنے 1.0	M A_A N_G N A_Y
متوجہ 1.0	M U T_D A V A D_Z D_Z A_Y
جکڑن 1.0	D_Z A K R_R A N
ٹیکنالوجی 1.0	T A_E1 K N A_A L O_O D_Z I_I1
ٹھونسا 1.0	T_H O_O_N S A_A
کھولو 1.0	K_H O_O L O_O
شیئر 1.0	S_H A_Y A R
رویہ 1.0	R A V A I_I1 J A_A
بھیجنے 1.0	B_H A_Y D_Z N A_Y
سانگی 1.0	S A_A N_G G I_I1
توجہ 1.0	T_D A V A D_Z D_Z O_O
فلو 1.0	F A L U_U
میت 1.0	M I_I1 T_D
زیریں 1.0	Z A_Y R I_I_N
سیکھی 1.0	S I_I1 K_H I_I1
چھبیس 1.0	T_S_H A B B I_I1 S
شعاع 1.0	S_H O_O A_A
بیوی 1.0	B I_I1 V I_I1
مرچوں 1.0	M I R T_S1 O_O_N
سالگرہ 1.0	S A_A L G I R A_A
خاموش 1.0	X A_A M O_O S_H
تقاضوں 1.0	T_D A Q A_A Z O_O_N
اعلامیے 1.0	I L A_A M I_I1 A_Y
نرسیں 1.0	N A R S A_Y_N
حزن 1.0	H U Z N
گورنر 1.0	G A V A R N A R
ڈھول 1.0	D_H O_O L
خواہ 1.0	X A_A
اطلاعات 1.0	I T_D T_D I L A_A A_A T_D
حلقہ 1.0	H A L Q A_A
تقویت 1.0	T_D A Q V I J A T_D
تہذیبی 1.0	T_D A_E_H H Z I_I1 B I_I1
بفرزون 1.0	B A F A R Z O_O N
کھجوریں 1.0	K_H A D_Z U_U R A_Y_N
بدچلنی 1.0	B A D_D T_S1 A L A N I_I1
ہمارے 1.0	H A M A_A R A_Y
نقوش 1.0	N A Q U_U S_H
ملفوظات 1.0	M A L F U_U Z A_A T_D
دیباچہ 1.0	D_D I_I1 B A_A T_S1 A_A
کچیلے 1.0	K U T_S1 A_E1 L A_Y
کالج 1.0	K A_A L I D_Z
دھاڑ 1.0	D_D_H A_A R_R
نفلی 1.0	N A F L I_I1
رفو 1.0	R A F U_U
کاروائی 1.0	K A_A R V A_A I_I1
جھاگ 1.0	D_Z_H A_A G
سمجھنے 1.0	S A M A D_Z_H N A_Y
چھوئے 1.0	T_S_H U_U A_Y
بھیگی 1.0	B_H I_I1 G I_I1
فوراً 1.0	F O R A N
مرغا 1.0	M U R G_G A_A
گلشن 1.0	G U L S_H A N
نعوذ 1.0	N A U_U Z
کھجلی 1.0	K_H U D_Z L I_I1
افیم 1.0	A F I_I1 M
میچز 1.0	M A_E1 T_S1 I Z
صابر 1.0	S A_A B I R
کوئین 1.0	K U_U I_I1 N
آشرم 1.0	A_A S_H R A M
پرلطف 1.0	P U R L U T_D F
نازاں 1.0	N A_A Z A_A_N
حملہ 1.0	H A M L A_A
اٹھائے 1.0	U T_H A_A A_Y
فیصد 1.0	F I_I1 S A D_D
دریافت 1.0	D_D A R J A_A F T_D
کاشمیری 1.0	K A_A S_H M I_I1 R I_I1
ثقل 1.0	S I Q L
کچھوا 1.0	K A T_S_H V A_A
سوراخ 1.0	S U_U R A_A X
لیزر 1.0	L A_Y Z A R
دوبارہ 1.0	D_D O_O B A_A R A_A
ریلی 1.0	R A_E1 L I_I1
چھین 1.0	T_S_H I_I1 N
باب 1.0	B A_A B
نوبل 1.0	N O_O B I L
تجوریاں 1.0	T_D I D_Z O_O R I J A_A_N
گرما 1.0	G A R M A_A
مے 1.0	M A_E1
کھبے 1.0	K_H U B A_Y
ملت 1.0	M I L L A T_D
لہولہان 1.0	L A H U_U L U H A_A N
جارج 1.0	D_Z A_A R D_Z
وسعتوں 1.0	V U S Y A T_D O_O_N
منگنی 1.0	M A N_G N I_I1
ہاؤس 1.0	H A_A U_U S
عجلت 1.0	U D_Z L A T_D
منیر 1.0	M U N I_I1 R
غزلیں 1.0	G_G A Z L A_Y_N
ویڈیو 1.0	V I_I1 D I J O_O
گاہ 1.0	G A_A
بڑھوتری 1.0	B A R_R_H O T_D R I_I1
زیدی 1.0	Z A_E1 D_D I_I1
استقلال 1.0	I S T_D A_Y Q L A_A L
اُدھر 1.0	U D_D_H A R
ڈیرے 1.0	D A_Y R A_Y
جھولی 1.0	D_Z_H O_O L I_I1
غائب 1.0	G_G A_A I B
کچلے 1.0	K U T_S1 L A_Y
چئر 1.0	T_S1 I A R
رپورٹ 1.0	R I P O_O R T
انسان 1.0	I N S A_A N
اُٹھایا 1.0	U T_H A_A J A_A
سنوارا 1.0	S A_A_N V A_A R A_A
میزائل 1.0	M I_I1 Z A_A I L
نونہال 1.0	N O N I H A_A L
دفن 1.0	D_D A F N
آرزوئیں 1.0	A_A R Z U_U A_Y_N
نظام 1.0	N I Z A_A M
والو 1.0	V A_A L V
تفاوت 1.0	T_D A F A_A V U T_D
فولڈر 1.0	F O_O L D A R
نسیں 1.0	N A S A_Y_N
ڈیویلپمنٹ 1.0	D I_I1 V A_E1 L P M A N T
زبردست 1.0	Z A B A R D_D A S T_D
دبایا 1.0	D_D A B A_A J A_A
راگ 1.0	R A_A G
کنفیوژ 1.0	K A N F I J U_U Z_Z
چڑھ 1.0	T_S1 A R_R_H
بحث 1.0	B A H S
بٹورتا 1.0	B A T O_O R T_D A_A
براہمن 1.0	B A R A_A H M A N
مثال 1.0	M I S A_A L
ضروریات 1.0	Z U R U_U R I_I1 J A_A T_D
اینگزائٹی 1.0	A_E1 N_G Z A_A I T I_I1
نینی 1.0	N A_Y N I_I1
شخص 1.0	S_H A X S
جگر 1.0	D_Z I G A R
وہاب 1.0	V A H H A_A B
بغلگیر 1.0	B A G_G A L G I_I1 R
گانٹھوں 1.0	G A_A N T_H O_O_N
دیش 1.0	D_D A_Y S_H
اتھلیٹس 1.0	A T_D_H L I_I1 T S
بندوق 1.0	B A N D_D U_U Q
کنونشن 1.0	K A N V I N S_H A N
لہجہ 1.0	L A_E_H H D_Z A_A
روحانی 1.0	R U_U H A_A N I_I1
کے 1.0	K A_Y
تولیے 1.0	T_D O_O L J A_Y
بھیڑوں 1.0	B_H A_Y R_R O_O_N
ڈوگر 1.0	D O_O G A R
مغفور 1.0	M A G_G F U_U R
قانونگو 1.0	Q A_A N U_U N_G G O_O
بلند 1.0	B A L A N D_D
مسز 1.0	M I S I Z
دہرانے 1.0	D_D U H R A_A N A_Y
بوئی 1.0	B O_O I_I1
کیموتھراپی 1.0	K A_E1 M O_O T_D_H I R A_A P I_I1
ڈنگ 1.0	D A N_G
رولز 1.0	R O_O L Z
مدح 1.0	M A D_D H
قادیانی 1.0	Q A_A D_D J A_A N I_I1
محسنہ 1.0	M U H S A N A_A
پنکھا 1.0	P A N K_H A_A
شیڈ 1.0	S_H A_Y D
لدھیانوی 1.0	L U D_D_H J A_A N A V I_I1
بگاڑنے 1.0	B I G A_A R_R N A_Y
صادق 1.0	S A_A D_D I Q
تماشائیوں 1.0	T_D A M A_A S_H A_A I_I1 O_O_N
مونچھیں 1.0	M U_U N T_S_H A_Y_N
اڑا 1.0	U R_R A_A
توقعات 1.0	T_D A V A Q Q U A_A T_D
دودھیل 1.0	D_D U_U D_D_H A_Y L
بحثیں 1.0	B A H S A_Y_N
کاغذات 1.0	K A_A G_G Z A_A T_D
نیچا 1.0	N I_I1 T_S1 A_A
انگیخت 1.0	A N_G G A_Y X T_D
کہو 1.0	K A H O_O
لگائیں 1.0	L A G A_A A_Y_N
خدوخال 1.0	X A D_D O_O X A_A L
لوحوں 1.0	L O H O_O_N
نظریے 1.0	N A Z A R I_I1 J A_Y
جونہی 1.0	D_Z U_U_N H I_I1
آؤں 1.0	A_A U_U_N
کاندھلوی 1.0	K A_A N D_D_H A L A V I_I1
رنجیدہ 1.0	R A N D_Z I_I1 D_D A_A
جانے 1.0	D_Z A_A N A_Y
تکمیل 1.0	T_D A K M I_I1 L
جہد 1.0	D_Z I H D_D
زرخیز 1.0	Z A R X A_Y Z
مشیت 1.0	M A S_H I_I1 J A T_D
رضوی 1.0	R I Z V I_I1
نفوذ 1.0	N U F U_U Z
گگن 1.0	G A G A N
غصب 1.0	G_G A S A B
شیل 1.0	S_H A_E1 L
کھاؤں 1.0	K_H A_A U_U_N
مقروض 1.0	M A Q R U_U Z
دیئے 1.0	D_D I_I1 A_Y
چھری 1.0	T_S_H U R I_I1
روشن 1.0	R O S_H A N
معالجہ 1.0	M U A_A L D_Z A_A
ہنگامی 1.0	H A N_G G A_A M I_I1
سسٹم 1.0	S I S T A M
شنید 1.0	S_H A N I_I1 D_D
کفایت 1.0	K I F A_A J A T_D
ننھیال 1.0	N A N_H J A_A L
پروفائل 1.0	P A R O_O F A_A I L
معمہ 1.0	M U I M M A_A
ضروری 1.0	Z A R U_U R I_I1
تجوری 1.0	T_D A D_Z O_O R I_I1
توضیح 1.0	T_D O Z I_I1
بلوچی 1.0	B A L O_O T_S1 I_I1
اینگلو 1.0	A_E1 N_G L O_O
کولن 1.0	K O_O L A N
غلام 1.0	G_G U L A_A M
تفاعل 1.0	T_D A F A_A U L
جھکاؤ 1.0	D_Z_H U K A_A O_O
سکتے 1.0	S A K T_D A_Y
بجنوری 1.0	B I D_Z N O R I_I1
بھیرویں 1.0	B_H A_Y R V I_I_N
معاف 1.0	M U A_A F
میواتی 1.0	M I_I1 V A_A T_D I_I1
بہ 1.0	B A_Y_H
پروگراموں 1.0	P U R O G A R A_A M O_O_N
جھنڈے 1.0	D_Z_H A N D A_Y
بھاڑ 1.0	B_H A_A R_R
فنگس 1.0	F A N_G G A S
بلڈوزر 1.0	B A L D O_O Z A R
مہجور 1.0	M A H D_Z U_U R
اوڈھو 1.0	O_O D_H O_O
روش 1.0	R A V I S_H
عالمی 1.0	A_A L A M I_I1
خاصے 1.0	X A_A S A_Y
کوٹھیوں 1.0	K O_O T_H I_I1 O_O_N
گرمجوشی 1.0	G A R A M D_Z O_O S_H I_I1
ہوشیار 1.0	H O_O S_H I_I1 A_A R
مخفی 1.0	M A X F I_I1
پریشاں 1.0	P A R A_Y S_H A_A_N
پٹھے 1.0	P A T_H T_H A_Y
عیب 1.0	A_E1 B
پھدکتا 1.0	P_H U D_D A K T_D A_A
ایس 1.0	A_E1 S
موضوعات 1.0	M O Z U_U A_A T_D
اٹھائیں 1.0	K_H A_A A_Y_N
جو 1.0	D_Z O_O
ازخود 1.0	A Z X U D_D
اوور 1.0	O_O V A R
ڈیپریشن 1.0	D I_I1 P R A_E1 S_H A N
اڑسٹھ 1.0	A R_R S A T_H
اچاٹ 1.0	U T_S1 A_A T
ماہوار 1.0	M A_A H V A_A R
ڈچ 1.0	D I T_S1
بولوں 1.0	B O_O L O_O_N
دیرینہ 1.0	D_D A_Y R I_I1 N A_A
تین 1.0	T_D I_I1 N
مورخہ 1.0	M O_O R X A_A
نظم 1.0	N A Z M
روے 1.0	R U_U A_Y
مغرور 1.0	M A G_G R U_U R
بارش 1.0	B A_A R I S_H
منتقل 1.0	M U N T_D A Q I L
عبرت 1.0	I B R A T_D
پوچھنے 1.0	P U_U T_S_H N A_Y
زرقاوی 1.0	Z A R Q A_A V I_I1
بارے 1.0	B A_A R A_Y
